NARCISO+SOUZA+NOVELO,,YAXNIC,MERIDA
JUAN+CRISOSTOMO+CANO+Y+CANO,,SAN+MANUEL+KILOMETRO+ONCE,TIZIMIN
JUAN+ESCUTIA,,SAN+PEDRO+BACAB,TIZIMIN
JUAN+PACHECO+TORRES,,LUIS+ROSADO+VEGA,TIZIMIN
PRIMARIA+COMUNITARIA,,EL+ALAMO,TIZIMIN
PABLO+GONZALEZ+CASANOVA,,SAN+JOSE+MONTECRISTO,TIZIMIN
BENITO+JUAREZ+GARCIA,,DZIBALKU,TIZIMIN
CRISTOBAL+COLON,,SANTA+MARIA,TIZIMIN
ANDRES+QUINTANA+ROO,,SAN+JUAN+KILOMETRO+CUATRO,TIZIMIN
CUAUHTEMOC,,SANTA+ANA,TIZIMIN
FELIPE+CARRILLO+PUERTO,,KABICHEN,TIZIMIN
JOSE+MARIA+MORELOS+Y+PAVON,,CHAN+TRES+REYES,TIZIMIN
DAMIAN+CARMONA,,CHAN+CENOTE,TIZIMIN
ESTADO+DE+YUCATAN,,CHAN+CENOTE,TIZIMIN
MANUEL+VARGAS+AYUSO,,SAN+JOSE,TIZIMIN
MIGUEL+HIDALGO+Y+COSTILLA,,EL+CUYO,TIZIMIN
CONSUELO+ZAVALA+CASTILLO,,CHAN+SAN+ANTONIO,TIZIMIN
SECUNDARIA+COMUNITARIA,,CHENKEKEN,TIZIMIN
IGNACIO+RAMIREZ,,DZONOT+CARRETERO,TIZIMIN
ARTEMIO+ALPIZAR+RUZ,,EL+EDEN+(YAXIC),TIZIMIN
SECUNDARIA+COMUNITARIA,,LA+LIBERTAD,TIZIMIN
JUAN+RIVERO+GUTIERREZ,,MOCTEZUMA,TIZIMIN
SECUNDARIA+COMUNITARIA,,X-PANHATORO,TIZIMIN
SECUNDARIA+COMUNITARIA,,SAN+ISIDRO+KILOMETRO+CATORCE+(SAN+ISIDRO),TIZIMIN
SECUNDARIA+COMUNITARIA,,SANTA+CLARA+DZIBALKU,TIZIMIN
HEROE+DE+NACOZARI,,SUCOPO,TIZIMIN
SECUNDARIA+COMUNITARIA,,NUEVO+TEZOCO,TIZIMIN
SECUNDARIA+COMUNITARIA,,YAXCHEKU,TIZIMIN
RAQUEL+DZIB+CICERO,,YOHACTUN+DE+HIDALGO,TIZIMIN
SECUNDARIA+COMUNITARIA,,SAN+MANUEL+KILOMETRO+ONCE,TIZIMIN
SECUNDARIA+COMUNITARIA,,SAN+PEDRO+BACAB,TIZIMIN
SECUNDARIA+COMUNITARIA,,DZIBALKU,TIZIMIN
SECUNDARIA+COMUNITARIA,,SANTA+PILAR,TIZIMIN
CARLOS+MONSIVAIS+ACEVES,,SANTA+ROSA+Y+ANEXAS,TIZIMIN
SECUNDARIA+COMUNITARIA,,TRASCORRAL,TIZIMIN
SECUNDARIA+COMUNITARIA,,SANTA+ANA,TIZIMIN
SECUNDARIA+COMUNITARIA,,KABICHEN,TIZIMIN
PREESCOLAR+COMUNITARIO,,SAN+JOSE+PIBTUCH,TUNKAS
PREESCOLAR+COMUNITARIO,,SAN+ANTONIO+CHUC,TUNKAS
PREESCOLAR+COMUNITARIO,,ONICHEN,TUNKAS
EMILIANO+ZAPATA,,SAN+JOSE+PIBTUCH,TUNKAS
PRIMARIA+COMUNITARIA,,ONICHEN,TUNKAS
CARLOS+A.+CARRILLO,,SAN+ANTONIO+CHUC,TUNKAS
PEDRO+MARIA+ANAYA,,TZUCACAB,TZUCACAB
GUADALUPE+VICTORIA,,TZUCACAB,TZUCACAB
CINCO+DE+FEBRERO,,TZUCACAB,TZUCACAB
JUAN+DE+LA+BARRERA,,CATMIS,TZUCACAB
PEDRO+MARIA+ANAYA,,CAXAYTUK,TZUCACAB
NIÑOS+HEROES,,CORRAL,TZUCACAB
FRANCISCO+JAVIER+MINA,,EK-BALAM,TZUCACAB
ELIGIO+ANCONA,,NOH-BEC,TZUCACAB
PREESCOLAR+COMUNITARIO,,SAN+SALVADOR+PISTE+AKAL,TZUCACAB
PREESCOLAR+COMUNITARIO,,POLHUACXIL,TZUCACAB
PREESCOLAR+COMUNITARIO,,TIGRE+GRANDE,TZUCACAB
PREESCOLAR+COMUNITARIO,,JUNTURA+UNO,TZUCACAB
1+DE+MAYO,,TZUCACAB,TZUCACAB
GUSTAVO+DIAZ+ORDAZ,,CATMIS,TZUCACAB
MELCHOR+OCAMPO,,CAXAYTUK,TZUCACAB
ALVARO+OBREGON,,CORRAL,TZUCACAB
MIGUEL+HIDALGO+Y+COSTILLA,,EK-BALAM,TZUCACAB
ANTONIO+MEDIZ+BOLIO,,NOH-BEC,TZUCACAB
JUSTO+SIERRA+MENDEZ,,SAN+SALVADOR+PISTE+AKAL,TZUCACAB
JOSE+MARIA+MORELOS+Y+PAVON,,POLHUACXIL,TZUCACAB
MARIA+LOMBARDO+DE+CASO,,SACBECAN,TZUCACAB
ANTONIO+CASO+ANDRADE,,TIGRE+GRANDE,TZUCACAB
5+DE+FEBRERO,,XCOBIAKAL+(XCOBILAKAL),TZUCACAB
RAFAEL+RAMIREZ+CASTAÑEDA,,EL+ESCONDIDO,TZUCACAB
PRIMARIA+COMUNITARIA,,BLANCA+FLOR,TZUCACAB
PRIMARIA+COMUNITARIA,,JUNTURA+UNO,TZUCACAB
ESCUELA+SECUNDARIA+TECNICA+NUM.+64,,CATMIS,TZUCACAB
IGNACIO+MANUEL+ALTAMIRANO,,CORRAL,TZUCACAB
NUEVA+CREACION,,EK-BALAM,TZUCACAB
VICENTE+SUAREZ,,NOH-BEC,TZUCACAB
SECUNDARIA+COMUNITARIA,,SAN+SALVADOR+PISTE+AKAL,TZUCACAB
SECUNDARIA+COMUNITARIA,,TIGRE+GRANDE,TZUCACAB
JUAN+CUPUL,,SANTA+MARIA+AZNAR,UAYMA
MIGUEL+HIDALGO+Y+COSTILLA,,UAYMA,UAYMA
FELIPE+ELOY+ALCOCER+CORONADO,,UAYMA,UAYMA
EMILIANO+ZAPATA,,SANTA+MARIA+AZNAR,UAYMA
ESCUELA+COMUNITARIA+CONAFE,,SAN+LORENZO,UAYMA
ESCUELA+TELESECUNDARIA,,SANTA+MARIA+AZNAR,UAYMA
NETZAHUALCOYOTL,,UCU,UCU
JACINTO+PAT,,YAXCHE+DE+PEON,UCU
JOSE+MARIA+MORELOS+Y+PAVON,,YAXCHE+DE+PEON,UCU
JOSE+VASCONCELOS,,UMAN,UMAN
CECILIO+CHI,,BOLON,UMAN
VALENTIN+GOMEZ+FARIAS,,DZIBIKAK,UMAN
PREESCOLAR+COMUNITARIO,,HOTZUC,UMAN
FRANCISCO+J.+MUJICA,,OXCUM,UMAN
MARGARITA+MAZA+DE+JUAREZ,,OXHOLON,UMAN
MELCHOR+OCAMPO,,POXILA,UMAN
LAZARO+CARDENAS+DEL+RIO,,SAN+ANTONIO+CHUM,UMAN
PREESCOLAR+COMUNITARIO,,SAN+ANTONIO+MULIX,UMAN
JUAN+DE+DIOS+PEZA,,TANIL,UMAN
PREESCOLAR+COMUNITARIO,,TEBEC,UMAN
JOSE+MARIA+ITURRALDE+TRACONIS,,TICIMUL,UMAN
IN+YAAX+KAAMBAL,,XCUCUL+SUR,UMAN
FRANCISCO+GONZALEZ+BOCANEGRA,,XTEPEN,UMAN
JUANA+INES+DE+LA+CRUZ,,YAXCOPOIL,UMAN
PREESCOLAR+COMUNITARIO,,PETEC+BILTUN,UMAN
PREESCOLAR+COMUNITARIO,,SANTA+BARBARA+I,UMAN
MEXICO,,UMAN,UMAN
CRISTOBAL+COLON,,HOTZUC,UMAN
CUAUHTEMOC,,HUNXECTAMAN,UMAN
VICENTE+GUERRERO,,OXCUM,UMAN
SOR+JUANA+INES+DE+LA+CRUZ,,POXILA,UMAN
MIGUEL+HIDALGO+Y+COSTILLA,,SAN+ANTONIO+CHUM,UMAN
PRIMARIA+COMUNITARIA,,SAN+ANTONIO+MULIX,UMAN
VICENTE+GUERRERO,,TANIL,UMAN
NACHI+COCOM,,TEBEC,UMAN
1+DE+MAYO,,TICIMUL,UMAN
LAZARO+CARDENAS+DEL+RIO,,XCUCUL+SUR,UMAN
MIGUEL+HIDALGO+Y+COSTILLA,,XTEPEN,UMAN
PEDRO+DE+GANTE,,PETEC+BILTUN,UMAN
JOSE+GONZALEZ+BOCANEGRA,,BOLON,UMAN
TIERRA+Y+LIBERTAD,,DZIBIKAK,UMAN
JUAN+ESCUTIA,,OXCUM,UMAN
NIÑOS+HEROES,,OXHOLON,UMAN
RAMON+LOPEZ+VELARDE,,POXILA,UMAN
FRANCISCO+JAVIER+MINA,,SAN+ANTONIO+CHUM,UMAN
ALFONSO+VILLA+ROJAS,,TEBEC,UMAN
QUETZALCOATL,,TICIMUL,UMAN
LOS+MAYAS,,XTEPEN,UMAN
HISPANO+MEXICANO+DEL+SURESTE,,VALLADOLID,VALLADOLID
20+DE+NOVIEMBRE,,DZITNUP,VALLADOLID
24+DE+FEBRERO,,EBTUN,VALLADOLID
JOSE+MARIA+ITURRALDE+TRACONIS,,KANXOC,VALLADOLID
PREESCOLAR+INDIGENA+PAEPI,,KOOPCHEN,VALLADOLID
PREESCOLAR+INDIGENA+PAEPI,,NOHSUYTUN,VALLADOLID
RAFAEL+CHAZARO+PEREZ,,PIXOY,VALLADOLID
CECILIO+CHI,,POPOLA,VALLADOLID
JACINTO+CANEK,,POPOLA,VALLADOLID
PREESCOLAR+INDIGENA+PAEPI,,SAN+ANDRES+X-BAC,VALLADOLID
PREESCOLAR+INDIGENA+PAEPI,,SANTA+ROSA,VALLADOLID
ADOLFO+CISNEROS+CAMARA,,TAHMUY,VALLADOLID
JOSE+MARIA+MORELOS+Y+PAVON,,TESOCO,VALLADOLID
FRANCISCO+I.+MADERO,,TIKUCH,VALLADOLID
JOSE+DE+SAN+MARTIN,,TIXHUALACTUN,VALLADOLID
PREESCOLAR+INDIGENA+PAEPI,,X-COHUO,VALLADOLID
ANTONIO+MEDIZ+BOLIO,,XOCEN,VALLADOLID
NIÑOS+HEROES,,XUILUB,VALLADOLID
SOR+JUANA+INES+DE+LA+CRUZ,,YALCOBA,VALLADOLID
PREESCOLAR+COMUNITARIO,,YALCON,VALLADOLID
PREESCOLAR+INDIGENA+PAEPI,,SAN+ANTONIO,VALLADOLID
PREESCOLAR+INDIGENA+PAEPI,,YOKDZONOT+DOS,VALLADOLID
ESCUELA+COMUNITARIA+CONAFE,,CHAN+YOKDZONOT,VALLADOLID
PREESCOLAR+INDIGENA+PAEPI,,CHAMUL,VALLADOLID
PREESCOLAR+INDIGENA+PAEPI,,SAN+ISIDRO,VALLADOLID
PREESCOLAR+INDIGENA+PAEPI,,SAN+PEDRO+SULA,VALLADOLID
PREESCOLAR+COMUNITARIO+INDIGENA,,X-BACAB,VALLADOLID
ESCUELA+COMUNITARIA+CONAFE,,SAN+ANDRES+KAMPOCOLCHE,VALLADOLID
ESCUELA+COMUNITARIA+CONAFE,,X-BATUN,VALLADOLID
PREESCOLAR+INDIGENA+PAEPI,,ZODZILCHEN,VALLADOLID
PREESCOLAR+INDIGENA+PAEPI,,TEPAKAN,VALLADOLID
U+NAJIL+BAAXAL+KAANBAL,,BOLMAY,VALLADOLID
ESCUELA+CONAFE,,SANTA+ELEUTERIA,VALLADOLID
PREESCOLAR+INDIGENA+PAEPI,,YAAX-HAL,VALLADOLID
PRIMARIA+INDIGENA+PAEPI,,DZIBIL,VALLADOLID
JOSE+MARIA+MORELOS+Y+PAVON,,EBTUN,VALLADOLID
PRIMARIA+INDIGENA+PAEPI,,KAMPEPEN,VALLADOLID
JOSE+MARIA+ITURRALDE+TRACONIS,,KANXOC,VALLADOLID
JACINTO+UC+DE+LOS+SANTOS,,KANXOC,VALLADOLID
PRIMARIA+INDIGENA+PAEPI,,KOOPCHEN,VALLADOLID
EMILIANO+ZAPATA,,NOHSUYTUN,VALLADOLID
RAFAEL+CHAZARO+PEREZ,,PIXOY,VALLADOLID
LAZARO+CARDENAS+DEL+RIO,,POPOLA,VALLADOLID
ESCUELA+COMUNITARIA+CONAFE,,SAN+ANDRES+X-BAC,VALLADOLID
PRIMARIA+INDIGENA+PAEPI,,SANTA+ROSA,VALLADOLID
PRIMARIA+INDIGENA+PAEPI,,SIDRAKIN,VALLADOLID
ZAMNA,,TAHMUY,VALLADOLID
JOSE+MARIA+MORELOS+Y+PAVON,,TESOCO,VALLADOLID
BENITO+JUAREZ+GARCIA,,TIXHUALACTUN,VALLADOLID
MIGUEL+HIDALGO+Y+COSTILLA,,X-COHUO,VALLADOLID
MANUEL+ALCALA+MARTIN,,XOCEN,VALLADOLID
NIÑOS+HEROES,,XUILUB,VALLADOLID
SOR+JUANA+INES+DE+LA+CRUZ,,YALCOBA,VALLADOLID
FRANCISCO+I.+MADERO,,YALCOBA,VALLADOLID
JACINTO+UC+DE+LOS+SANTOS,,YAXCHE,VALLADOLID
PRIMARIA+INDIGENA+PAEPI,,SAN+ANTONIO,VALLADOLID
PRIMARIA+INDIGENA+PAEPI,,YOKDZONOT+DOS,VALLADOLID
1+DE+MAYO,,CHAN+YOKDZONOT,VALLADOLID
ESCUELA+CONAFE,,CAYAXCHE,VALLADOLID
PRIMARIA+COMUNITARIA+INDIGENA,,CHAMUL,VALLADOLID
PRIMARIA+INDIGENA+PAEPI,,SAN+ISIDRO,VALLADOLID
PRIMARIA+INDIGENA+PAEPI,,SAN+PEDRO+SULA,VALLADOLID
ESCUELA+COMUNITARIA+CANAFE,,X-BACAB,VALLADOLID
ESCUELA+COMUNITARIA+CONAFE,,SAN+ANDRES+KAMPOCOLCHE,VALLADOLID
ESCUELA+COMUNITARIA+CONAFE,,X-BATUN,VALLADOLID
CRESCENCIO+CARRILLO+Y+ANCONA,,ZODZILCHEN,VALLADOLID
BENITO+JUAREZ+GARCIA,,TEPAKAN,VALLADOLID
PRIMARIA+INDIGENA+PAEPI,,TIMAS,VALLADOLID
EJERCITO+TRIGARANTE,,BOLMAY,VALLADOLID
ESCUELA+CONAFE,,SANTA+ELEUTERIA,VALLADOLID
MANUEL+ANTONIO+AY,,YAAX-HAL,VALLADOLID
MODELO+VALLADOLID,,VALLADOLID,VALLADOLID
ADOLFO+CISNEROS+CAMARA,,DZITNUP,VALLADOLID
GUILLERMO+PRIETO,,EBTUN,VALLADOLID
MANUEL+CRESCENCIO+REJON,,KANXOC,VALLADOLID
JUAN+DE+LA+BARRERA,,NOHSUYTUN,VALLADOLID
JOSE+MARIA+ITURRALDE+TRACONIS,,PIXOY,VALLADOLID
MARIANO+MATAMOROS,,POPOLA,VALLADOLID
MARIANO+MATAMOROS,,POPOLA,VALLADOLID
ERNESTO+NOVELO+TORRES,,TAHMUY,VALLADOLID
JOSE+INES+NOVELO,,TESOCO,VALLADOLID
DELIO+MORENO+CANTON,,TIKUCH,VALLADOLID
EDUARDO+URZAIZ+RODRIGUEZ,,TIXHUALACTUN,VALLADOLID
MANUEL+ACUÑA,,XUILUB,VALLADOLID
HECTOR+VICTORIA+AGUILAR,,YALCOBA,VALLADOLID
SECUNDARIA+COMUNITARIA+CONAFE,,CHAN+YOKDZONOT,VALLADOLID
SECUNDARIA+COMUNITARIA,,ZODZILCHEN,VALLADOLID
SECUNDARIA+COMUNITARIA,,TEPAKAN,VALLADOLID
ESCUELA+CONAFE,,TIMAS,VALLADOLID
CARLOS+CARRILLO+VEGA,,BOLMAY,VALLADOLID
SECUNDARIA+COMUNITARIA,,YAAX-HAL,VALLADOLID
CAANA+EK,,CANAKOM,YAXCABA
PREESCOLAR+INDIGENA+PAEPI,,TINUNCAH,YAXCABA
PREESCOLAR+INDIGENA+PAEPI,,SANTA+MARIA+KU,YAXCABA
PREESCOLAR+INDIGENA+PAEPI,,SAN+PEDRO,YAXCABA
JACINTO+CANEK,,TIHOLOP,YAXCABA
PREESCOLAR+INDIGENA+PAEPI,,X+'LAPAK,YAXCABA
PREESCOLAR+COMUNITARIO,,YOKDZONOT-HU,YAXCABA
PREESCOLAR+INDIGENA+PAEPI,,HUECHEN+BALAM,YAXCABA
CUAUHTEMOC,,LIBRE+UNION,YAXCABA
PREESCOLAR+COMUNITARIO,,X-MEXIL,YAXCABA
ZAC+BEH,,YAXUNAH,YAXCABA
PREESCOLAR+COMUNITARIO,,CHIMAY,YAXCABA
PREESCOLAR+INDIGENA+PAEPI,,SAN+MARCOS,YAXCABA
PREESCOLAR+COMUNITARIO,,POPOLA,YAXCABA
ZAZIL+HA,,TAHDZIBICHEN,YAXCABA
PREESCOLAR+INDIGENA+PAEPI,,CISTEIL,YAXCABA
PREESCOLAR+INDIGENA+PAEPI,,X-POM,YAXCABA
MANUEL+CRECENCIO+REJON,,TINUNCAH,YAXCABA
CUITLAHUAC,,SAN+MARCOS+DOS,YAXCABA
NACHI+COCOM,,SAN+PEDRO,YAXCABA
JOSE+DE+LA+LUZ+MENA+ALCOCER,,TIHOLOP,YAXCABA
FRANCISCO+VILLA,,X+'LAPAK,YAXCABA
PRIMARIA+COMUNITARIA,,YOKDZONOT-HU,YAXCABA
BENITO+JUAREZ+GARCIA,,HUECHEN+BALAM,YAXCABA
NACHI+COCOM,,LIBRE+UNION,YAXCABA
PRIMARIA+COMUNITARIA,,X-MEXIL,YAXCABA
PRIMARIA+COMUNITARIA,,CHIMAY,YAXCABA
AGUSTIN+FRANCO+VILLANUEVA,,SANTA+MARIA,YAXCABA
SALVADOR+ALVARADO,,KANCABDZONOT,YAXCABA
CUAUHTEMOC,,POPOLA,YAXCABA
FELIPE+CARRILLO+PUERTO,,CISTEIL,YAXCABA
ANTONIO+CASO+ANDRADE,,X-POM,YAXCABA
JOSE+CLEMENTE+OROZCO,,CANAKOM,YAXCABA
SECUNDARIA+COMUNITARIA,,TINUNCAH,YAXCABA
SECUNDARIA+COMUNITARIA,,SAN+PEDRO,YAXCABA
JOSE+MARIA+PINO+SUAREZ,,TIHOLOP,YAXCABA
SECUNDARIA+COMUNITARIA,,X+'LAPAK,YAXCABA
SECUNDARIA+COMUNITARIA,,HUECHEN+BALAM,YAXCABA
SECUNDARIA+COMUNITARIA+CONAFE,,X-MEXIL,YAXCABA
EL+APOSTOL+DEL+ARBOL,,YAXUNAH,YAXCABA
SECUNDARIA+COMUNITARIA,,SAN+MARCOS,YAXCABA
JACINTO+CANEK,,TAHDZIBICHEN,YAXCABA
SECUNDARIA+COMUNITARIA,,CISTEIL,YAXCABA
SECUNDARIA+COMUNITARIA,,X-POM,YAXCABA
PREESCOLAR+COMUNITARIO,,CHABIHAU,YOBAIN
CUAUHTEMOC,,CHABIHAU,YOBAIN
JUAN+CANO+Y+CANO,,CHABIHAU,YOBAIN
